time_s,wall_time,motor_mm,motor_steps,flow_inj_ml_min,flow_main_ml_min,pump_rpm,mcu_state
0.06099530000028608,1779895415.3345797,0.0,0,2016.0,0.0,0.0,2
0.15496440000015355,1779895415.4285476,0.0,0,1999.0,0.0,0.0,2
0.26632740000013655,1779895415.5399106,0.0,0,1991.0,0.0,0.0,2
0.3615594000002602,1779895415.6351435,0.0,0,1991.0,0.0,0.0,2
0.4568174999999428,1779895415.730401,0.0,0,1999.0,0.0,0.0,2
0.5525563000001057,1779895415.8261402,0.0,0,2000.0,0.0,0.0,2
0.6629968000002009,1779895415.9365802,0.0,0,2007.0,0.0,0.0,2
0.7582768000002034,1779895416.0318599,0.0,0,1999.0,0.0,0.0,2
0.8531866000002992,1779895416.12677,0.0,0,2007.0,0.0,0.0,2
0.9511572000001252,1779895416.2247405,0.0,0,2016.0,0.0,0.0,2
1.0597569000001386,1779895416.333341,0.0,0,2016.0,0.0,0.0,2
1.1541775999999118,1779895416.4277608,0.0,0,1999.0,0.0,0.0,2
1.2508232999998654,1779895416.5244067,0.0,0,1982.0,0.0,0.0,2
1.3462617999998656,1779895416.6198452,0.0,0,1983.0,0.0,0.0,2
1.4575229000001855,1779895416.7311065,0.0,0,1991.0,0.0,0.0,2
1.5530899000000318,1779895416.8266735,0.0,0,2007.0,0.0,0.0,2
1.6470838999998705,1779895416.9206672,0.0,0,2007.0,0.0,0.0,2
1.7579665000002933,1779895417.0315502,0.0,0,2007.0,0.0,0.0,2
1.8532476000000315,1779895417.1268313,0.0,0,1999.0,0.0,0.0,2
1.9476251000000957,1779895417.221209,0.0,0,1991.0,0.0,0.0,2
2.0430249999999432,1779895417.3166087,0.0,0,1991.0,0.0,0.0,2
2.153334800000266,1779895417.4269185,0.0,0,1999.0,0.0,0.0,2
2.2482132000000092,1779895417.521797,0.0,0,1999.0,0.0,0.0,2
2.34372650000023,1779895417.6173103,0.0,0,2007.0,0.0,0.0,2
2.4383379000000787,1779895417.711922,0.0,0,2007.0,0.0,0.0,2
2.549607299999934,1779895417.8231907,0.0,0,2007.0,0.0,0.0,2
2.6435804000002463,1779895417.9171636,0.0,0,2000.0,0.0,0.0,2
2.739452600000277,1779895418.013036,0.0,0,1999.0,0.0,0.0,2
2.849913099999867,1779895418.1234965,0.0,0,1991.0,0.0,0.0,2
2.946597600000132,1779895418.220182,0.0,0,1991.0,0.0,0.0,2
3.041649100000086,1779895418.315233,0.0,0,1999.0,0.0,0.0,2
3.1367255999998633,1779895418.4103093,0.0,0,2007.0,0.0,0.0,2
3.247873900000286,1779895418.5214581,0.0,0,2008.0,0.0,0.0,2
3.3428054999999404,1779895418.6163893,0.0,0,2007.0,0.0,0.0,2
3.438314900000023,1779895418.7118983,0.0,0,1991.0,0.0,0.0,2
3.5356574000002183,1779895418.8092413,0.0,0,1991.0,0.0,0.0,2
3.6451669000002767,1779895418.9187508,0.0,0,1999.0,0.0,0.0,2
3.7406716000000415,1779895419.0142553,0.0,0,2007.0,0.0,0.0,2
3.835870200000045,1779895419.109454,0.0,0,2007.0,0.0,0.0,2
3.9313978999998653,1779895419.2049816,0.0,0,1916.0,0.0,0.0,2
