time_s,wall_time,motor_mm,motor_steps,flow_inj_ml_min,flow_main_ml_min,pump_rpm,mcu_state
0.00839189998805523,1780061052.9090786,222.930908203125,60875,0.0,0.0,0.0,2
0.1993048999866005,1780061053.0998502,222.930908203125,60875,0.0,0.0,0.0,2
0.41340359998866916,1780061053.3115945,222.930908203125,60875,0.0,0.0,0.0,2
0.5929404000053182,1780061053.493458,222.930908203125,60875,0.0,0.0,0.0,2
0.85243649999029,1780061053.7508667,222.930908203125,60875,0.0,0.0,0.0,2
0.9946360999892931,1780061053.8956103,222.930908203125,60875,0.0,0.0,0.0,2
1.1939997999870684,1780061054.094587,222.930908203125,60875,0.0,0.0,0.0,2
1.3976903000148013,1780061054.2982993,222.930908203125,60875,0.0,0.0,0.0,2
1.5927239999873564,1780061054.4934971,222.930908203125,60875,0.0,0.0,0.0,2
1.8360593999968842,1780061054.7366123,222.930908203125,60875,0.0,0.0,0.0,2
1.986135999992257,1780061054.8869553,222.930908203125,60875,0.0,0.0,0.0,2
2.19312149999314,1780061055.0940266,222.930908203125,60875,0.0,0.0,0.0,2
2.386877699987963,1780061055.2862632,222.930908203125,60875,0.0,0.0,0.0,2
2.5815034999977797,1780061055.4824944,222.930908203125,60875,0.0,0.0,0.0,2
2.823221200000262,1780061055.7239347,222.930908203125,60875,0.0,0.0,0.0,2
2.9906623999995645,1780061055.8899422,222.930908203125,60875,0.0,0.0,0.0,2
3.167985400010366,1780061056.068757,222.930908203125,60875,0.0,0.0,0.0,2
3.374278100003721,1780061056.2750459,222.930908203125,60875,0.0,0.0,0.0,2
3.5743517999944743,1780061056.4738367,222.930908203125,60875,0.0,0.0,0.0,2
3.8184558000066318,1780061056.718718,222.930908203125,60875,0.0,0.0,0.0,2
3.982042799994815,1780061056.8821416,222.930908203125,60875,0.0,0.0,0.0,2
4.1685608999978285,1780061057.0678546,222.930908203125,60875,0.0,0.0,0.0,2
4.3769977999909315,1780061057.2747622,222.930908203125,60875,0.0,0.0,0.0,2
4.56682050001109,1780061057.4658358,222.930908203125,60875,0.0,0.0,0.0,2
4.821172399999341,1780061057.71977,222.930908203125,60875,0.0,0.0,0.0,2
4.963709000003291,1780061057.863115,222.930908203125,60875,0.0,0.0,0.0,2
5.162218999990728,1780061058.0615196,222.930908203125,60875,0.0,0.0,0.0,2
5.369732799998019,1780061058.2688777,222.930908203125,60875,0.0,0.0,0.0,2
5.556438400002662,1780061058.4566698,222.930908203125,60875,0.0,0.0,0.0,2
5.804405000002589,1780061058.705041,222.930908203125,60875,0.0,0.0,0.0,2
5.9557143000129145,1780061058.8566794,222.930908203125,60875,0.0,0.0,0.0,2
6.155761400004849,1780061059.0566208,222.930908203125,60875,0.0,0.0,0.0,2
6.359998500003712,1780061059.2574463,222.930908203125,60875,0.0,0.0,0.0,2
6.557825500000035,1780061059.455498,222.930908203125,60875,0.0,0.0,0.0,2
6.796434699994279,1780061059.6959727,222.930908203125,60875,0.0,0.0,0.0,2
