time_s,wall_time,motor_mm,motor_steps,flow_inj_ml_min,flow_main_ml_min,pump_rpm,mcu_state
0.06890629999998055,1779895108.412577,0.0,0,0.0,0.0,0.0,2
0.16358000000013817,1779895108.5072498,0.0,0,0.0,0.0,0.0,2
0.2588038000001234,1779895108.6024733,0.0,0,0.0,0.0,0.0,2
0.3542982999999822,1779895108.6979675,0.0,0,0.0,0.0,0.0,2
0.46563750000018445,1779895108.8093066,0.0,0,0.0,0.0,0.0,2
0.5609789000000092,1779895108.9046476,0.0,0,0.0,0.0,0.0,2
0.6564292000000478,1779895109.0000994,0.0,0,0.0,0.0,0.0,2
0.7506829000001289,1779895109.0943515,0.0,0,0.0,0.0,0.0,2
0.8625821000000542,1779895109.2062519,0.0,0,0.0,0.0,0.0,2
0.9591729000001123,1779895109.3028429,0.0,0,0.0,0.0,0.0,2
1.052116000000069,1779895109.3957849,0.0,0,0.0,0.0,0.0,2
1.1479420000000573,1779895109.4916108,0.0,0,0.0,0.0,0.0,2
1.259343200000103,1779895109.603012,0.0,0,0.0,0.0,0.0,2
1.3552349000001414,1779895109.6989043,0.0,0,0.0,0.0,0.0,2
1.450367000000142,1779895109.7940361,0.0,0,0.0,0.0,0.0,2
1.5453712000000905,1779895109.8890398,0.0,0,0.0,0.0,0.0,2
1.6564003000000866,1779895110.0000691,0.0,0,0.0,0.0,0.0,2
1.75271940000016,1779895110.0963883,0.0,0,0.0,0.0,0.0,2
1.8485768000000462,1779895110.192246,0.0,0,0.0,0.0,0.0,2
1.9435971000000336,1779895110.2872658,0.0,0,0.0,0.0,0.0,2
2.055458499999986,1779895110.3991277,0.0,0,0.0,0.0,0.0,2
2.1507945000000745,1779895110.4944637,0.0,0,0.0,0.0,0.0,2
2.24609670000018,1779895110.5897658,0.0,0,0.0,0.0,0.0,2
2.3409988000000794,1779895110.6846683,0.0,0,0.0,0.0,0.0,2
2.4514579000001504,1779895110.7951267,0.0,0,0.0,0.0,0.0,2
2.547026500000129,1779895110.8906953,0.0,0,0.0,0.0,0.0,2
2.6422373000000334,1779895110.985906,0.0,0,0.0,0.0,0.0,2
2.7367956000000504,1779895111.0804644,0.0,0,0.0,0.0,0.0,2
2.848352200000136,1779895111.192021,0.0,0,0.0,0.0,0.0,2
2.9438744000001407,1779895111.2875435,0.0,0,0.0,0.0,0.0,2
3.0402928000000884,1779895111.3839622,0.0,0,0.0,0.0,0.0,2
3.1364304000001084,1779895111.4800994,0.0,0,0.0,0.0,0.0,2
